feature,coefficient
offs_ratio,0.22655327091236227
highlight_words_per_card,0.21555056210702017
num_cards_total,0.16491706201269254
num_cards_with_highlight,0.16491706201269254
num_positions,0.08631740591144034
cards_per_position,0.0849851980078882
num_adv_inh_solv,0.07469114748700674
num_offs,0.023909081245497125
total_highlighted_words,-0.19221354259375378
highlight_ratio,-0.36615032030518624
